person_income;person_emp_exp;loan_amnt;loan_intent;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;credit_score;previous_loan_defaults_on_file;loan_status;tenure
177730;13;47980;PERSONAL;1516;27;150;676;No;1;3
177820;0;23000;EDUCATION;1533;13;20;675;No;1;5
177970;8;48000;EDUCATION;676;27;80;681;No;1;4
177980;0;55000;MEDICAL;1148;31;30;568;No;1;4
178340;8;49050;VENTURE;868;28;50;693;No;1;4
178590;0;77500;PERSONAL;1704;43;40;626;No;1;9
178710;8;22000;DEBTCONSOLIDATION;599;12;100;616;Yes;0;4
178760;13;48000;MEDICAL;1528;27;150;667;No;1;3
178990;13;48000;MEDICAL;107;27;120;699;No;1;4
179050;5;47500;DEBTCONSOLIDATION;1025;27;20;637;No;1;7
179270;6;48000;VENTURE;1465;27;90;649;No;1;5
179450;12;48000;MEDICAL;676;27;70;537;No;1;7
179630;8;20000;VENTURE;1134;11;40;709;Yes;0;7
179830;0;17800;VENTURE;1615;1;30;534;No;1;4
179870;0;40000;DEBTCONSOLIDATION;1206;22;30;581;No;1;4
179870;0;40270;DEBTCONSOLIDATION;1076;22;30;669;No;1;5
179980;0;20000;DEBTCONSOLIDATION;579;11;20;635;No;0;4
180010;0;40000;HOMEIMPROVEMENT;729;22;40;635;No;1;6
180020;7;92500;HOMEIMPROVEMENT;1496;51;100;683;No;1;10
180050;16;55000;EDUCATION;1756;31;110;677;No;1;6
180080;0;30000;HOMEIMPROVEMENT;1101;17;40;635;No;1;7
180090;5;47500;HOMEIMPROVEMENT;100;26;90;646;No;1;11
180110;10;12500;EDUCATION;1101;7;80;670;No;1;7
180200;0;30000;VENTURE;774;17;30;685;No;1;8
180210;0;23500;MEDICAL;991;13;40;653;No;1;2
180220;0;40500;MEDICAL;691;22;40;638;No;1;5
180280;6;10290;MEDICAL;1102;6;90;535;Yes;0;7
180280;15;30000;VENTURE;1361;17;170;686;No;1;7
180380;0;30000;HOMEIMPROVEMENT;1257;17;40;621;No;1;3
180420;4;40000;VENTURE;1101;22;30;629;No;1;2
180420;11;50000;PERSONAL;1335;28;100;723;No;1;2
180440;0;18130;VENTURE;801;1;30;531;Yes;0;4
180510;1;11000;EDUCATION;1199;6;40;655;No;0;5
180550;12;55500;DEBTCONSOLIDATION;1037;31;80;615;No;1;5
180580;7;11000;VENTURE;1421;6;80;570;No;1;2
180630;0;47500;PERSONAL;1461;26;40;642;No;1;4
180640;0;62500;VENTURE;1472;35;20;580;No;1;2
180700;3;55180;EDUCATION;1203;31;30;607;No;1;4
180830;0;12000;MEDICAL;729;7;40;566;Yes;0;2
180840;4;20000;DEBTCONSOLIDATION;1558;11;40;639;No;1;7
180950;3;20000;MEDICAL;692;11;40;646;Yes;0;5
180970;19;35000;MEDICAL;1101;19;110;569;No;1;4
180990;14;24000;DEBTCONSOLIDATION;1101;13;110;741;No;1;2
181010;4;25700;PERSONAL;1559;14;70;648;No;1;5
181040;2;20000;PERSONAL;1749;11;40;651;No;1;1
181140;8;11200;VENTURE;1379;6;80;685;No;1;3
181210;0;72000;DEBTCONSOLIDATION;1171;4;40;611;No;1;8
181220;15;25000;PERSONAL;100;14;50;686;No;1;5
181300;0;44000;HOMEIMPROVEMENT;1991;24;40;581;No;1;5
181370;9;30000;HOMEIMPROVEMENT;1101;17;70;700;No;1;9
181430;6;42000;DEBTCONSOLIDATION;1417;23;80;590;No;1;2
181480;7;47840;VENTURE;1078;26;60;668;No;1;2
181520;0;40000;MEDICAL;1099;22;30;585;No;1;9
181530;5;30000;VENTURE;1101;17;20;696;No;1;4
181550;1;32500;PERSONAL;1629;18;40;603;No;1;6
181580;0;40000;DEBTCONSOLIDATION;123;22;30;624;No;1;5
181620;0;18000;DEBTCONSOLIDATION;692;1;30;659;No;0;9
181640;0;40000;DEBTCONSOLIDATION;1074;22;30;591;No;1;2
181660;7;20000;VENTURE;1479;11;80;648;No;0;4
181760;0;30000;MEDICAL;1343;17;30;635;No;1;5
181780;0;18250;PERSONAL;1562;1;20;630;No;1;2
181800;7;10000;VENTURE;1062;6;100;671;Yes;0;7
181810;0;20000;VENTURE;703;11;30;691;Yes;0;4
181810;15;21000;VENTURE;1521;12;100;647;No;1;4
181830;11;24670;VENTURE;998;14;50;595;No;1;2
181830;2;47580;MEDICAL;1076;26;100;686;No;1;5
181870;0;28000;VENTURE;654;15;30;664;No;1;4
181910;2;50000;VENTURE;691;27;30;684;No;1;5
181920;14;70000;DEBTCONSOLIDATION;542;38;160;694;No;1;5
181950;0;61780;EDUCATION;1335;34;30;656;No;1;5
181960;7;14000;VENTURE;1149;8;60;672;No;0;6
182020;13;20000;VENTURE;1479;11;100;676;Yes;0;6
182030;0;30000;HOMEIMPROVEMENT;1463;16;30;558;No;1;5
182080;7;30000;MEDICAL;1183;16;50;575;No;1;6
182110;0;30000;HOMEIMPROVEMENT;80;16;30;623;No;1;10
182120;14;10000;MEDICAL;925;5;110;634;Yes;0;7
182190;6;36000;EDUCATION;79;2;60;676;No;1;7
182210;0;10000;VENTURE;1629;5;40;559;No;1;5
182240;0;12000;DEBTCONSOLIDATION;714;7;30;632;Yes;0;6
182240;4;15000;VENTURE;1299;8;20;663;No;1;5
182340;0;79760;PERSONAL;1069;44;40;649;No;1;1
182400;1;18250;VENTURE;1562;1;20;643;No;1;5
182480;12;15000;DEBTCONSOLIDATION;1261;8;90;695;Yes;0;3
182500;12;48030;VENTURE;1467;26;90;672;No;1;2
182560;0;40000;VENTURE;906;22;40;612;No;1;5
182570;0;40000;VENTURE;1074;22;30;563;No;1;4
182580;0;17250;PERSONAL;148;9;20;655;No;1;5
182650;5;50000;HOMEIMPROVEMENT;1218;27;50;696;No;1;4
182760;17;18000;PERSONAL;1101;1;170;667;No;0;4
182820;1;40000;HOMEIMPROVEMENT;751;22;40;676;No;1;1
182840;5;50000;MEDICAL;1496;27;90;625;No;1;8
182900;2;10000;VENTURE;1669;5;30;623;No;1;6
182920;1;40000;DEBTCONSOLIDATION;1091;22;20;583;No;1;6
182940;0;43750;DEBTCONSOLIDATION;1101;24;20;662;No;1;3
182940;2;60000;PERSONAL;749;33;30;587;No;1;1
183010;0;12000;PERSONAL;1037;7;20;687;Yes;0;7
183030;7;10000;EDUCATION;1632;5;80;564;No;1;7
183130;1;16000;PERSONAL;1825;9;30;646;No;1;4
183200;1;20000;VENTURE;825;11;40;553;Yes;0;4
183280;2;21000;HOMEIMPROVEMENT;1483;11;30;591;No;1;2
183390;1;20000;VENTURE;1055;11;40;690;Yes;0;7
183390;0;43930;DEBTCONSOLIDATION;1058;24;30;623;No;1;5
183600;6;25000;EDUCATION;183;14;70;642;No;1;5
183640;5;40000;MEDICAL;1311;22;80;661;No;1;8
183670;0;21000;PERSONAL;1114;11;40;583;No;0;7
183700;2;30000;HOMEIMPROVEMENT;963;16;20;664;No;1;5
183710;0;31080;HOMEIMPROVEMENT;154;17;30;575;No;1;3
183780;0;20000;DEBTCONSOLIDATION;1749;11;30;684;No;1;6
183890;0;20000;VENTURE;1065;11;40;668;Yes;0;5
184010;11;25000;PERSONAL;1224;14;60;713;No;1;3
184010;0;56000;VENTURE;1459;3;20;654;No;1;5
184020;5;15000;PERSONAL;925;8;40;683;No;0;4
184170;0;40000;VENTURE;1461;22;20;581;No;1;4
184200;0;80000;HOMEIMPROVEMENT;999;43;40;609;No;1;4
184210;1;15000;MEDICAL;1101;8;40;623;No;0;5
184320;2;18350;MEDICAL;99;1;30;675;No;0;6
184400;3;45000;EDUCATION;788;24;40;699;No;1;3
184480;11;55800;EDUCATION;1054;3;80;672;No;1;1
184490;1;53750;EDUCATION;579;29;20;645;No;1;5
184500;1;38250;MEDICAL;1101;21;20;635;No;1;3
184680;13;30000;PERSONAL;1398;16;80;594;No;1;3
184680;18;69500;PERSONAL;766;38;130;640;No;1;5
184730;0;30000;DEBTCONSOLIDATION;1472;16;20;629;No;1;1
184740;18;80000;HOMEIMPROVEMENT;714;43;120;487;No;1;4
184880;1;20000;PERSONAL;1037;11;20;640;Yes;0;2
184880;3;32000;MEDICAL;1221;17;20;634;No;1;8
185120;1;40000;HOMEIMPROVEMENT;167;22;20;566;No;1;6
185220;11;70000;PERSONAL;1284;38;50;702;No;1;3
185250;7;70000;DEBTCONSOLIDATION;676;38;50;654;No;1;6
185300;6;46520;DEBTCONSOLIDATION;94;25;40;636;No;1;3
185300;0;62500;VENTURE;1527;34;20;621;No;1;1
185330;6;47500;HOMEIMPROVEMENT;1459;26;80;677;No;1;4
185360;8;48000;VENTURE;1062;26;70;617;No;1;5
185380;6;36430;MEDICAL;1312;2;70;623;No;1;7
185380;2;70960;PERSONAL;913;38;50;557;No;1;3
185390;3;70390;DEBTCONSOLIDATION;1262;38;50;689;No;1;6
185500;0;50000;VENTURE;1372;27;40;603;No;1;9
185540;0;11630;VENTURE;1625;6;30;664;No;1;9
185590;0;28000;DEBTCONSOLIDATION;80;15;30;563;No;1;5
185610;4;18750;EDUCATION;1349;1;20;645;No;0;10
185770;8;36000;EDUCATION;1361;19;70;656;No;1;5
186160;1;47500;EDUCATION;1111;26;20;637;No;1;4
186350;1;10000;VENTURE;1629;5;50;662;No;1;3
186620;2;60000;EDUCATION;100;32;30;573;No;1;6
186780;0;17320;MEDICAL;1268;9;30;556;Yes;0;4
186870;0;59000;EDUCATION;1242;32;30;684;No;1;8
186910;1;48000;PERSONAL;1695;26;30;589;No;1;11
187010;3;11240;VENTURE;848;6;60;582;Yes;0;3
187050;5;18000;MEDICAL;1149;1;70;623;Yes;0;6
187050;4;25000;VENTURE;1347;13;40;681;No;1;3
187090;6;12000;DEBTCONSOLIDATION;80;6;90;660;No;0;2
187180;6;50000;PERSONAL;74;27;90;708;No;1;4
187290;0;30000;EDUCATION;991;16;30;561;No;1;3
187380;15;19250;VENTURE;1284;1;60;673;No;0;2
187470;34;30000;DEBTCONSOLIDATION;1268;16;230;676;No;1;6
187510;3;60000;MEDICAL;1149;32;40;682;No;1;3
187540;7;20000;VENTURE;814;11;60;682;Yes;0;14
187650;0;25000;PERSONAL;1101;13;20;596;No;1;2
187690;11;26760;DEBTCONSOLIDATION;1359;14;70;562;No;1;0
187710;2;43690;DEBTCONSOLIDATION;1245;23;90;689;No;1;5
187720;16;30000;EDUCATION;982;16;130;719;No;1;10
187720;2;44680;VENTURE;1199;24;40;658;No;1;5
187730;0;31750;HOMEIMPROVEMENT;1154;17;30;686;No;1;6
187760;3;14000;DEBTCONSOLIDATION;1562;7;30;558;No;1;5
188090;3;51750;DEBTCONSOLIDATION;1218;28;20;593;No;1;8
188090;1;60000;MEDICAL;778;32;30;570;No;1;4
188170;0;60000;MEDICAL;603;32;30;621;No;1;5
188200;13;37000;MEDICAL;932;2;50;726;No;1;3
188220;22;20000;VENTURE;1228;11;130;600;Yes;0;5
188230;0;62500;EDUCATION;1506;33;20;619;No;1;6
188310;0;60000;DEBTCONSOLIDATION;1101;32;40;667;No;1;7
188340;0;22000;VENTURE;1101;12;40;673;No;0;8
188570;7;40000;HOMEIMPROVEMENT;1367;21;70;636;No;1;3
188580;0;30000;VENTURE;751;16;40;687;No;1;4
188590;15;50000;PERSONAL;1392;27;150;673;No;1;1
188760;0;49500;PERSONAL;89;26;40;680;No;1;7
188780;4;21140;VENTURE;1243;11;40;620;Yes;0;6
188830;12;37000;HOMEIMPROVEMENT;932;2;60;682;No;1;10
188840;8;40000;VENTURE;1149;21;60;635;No;1;6
188910;7;50000;PERSONAL;751;26;70;644;No;1;5
188930;8;30000;EDUCATION;1323;16;70;689;No;1;7
188950;4;43750;PERSONAL;1242;23;90;573;No;1;2
189000;3;31700;EDUCATION;1237;17;30;686;No;1;2
189060;9;26000;DEBTCONSOLIDATION;1629;14;100;635;No;1;7
189070;19;23500;EDUCATION;1082;12;130;712;No;1;3
189140;3;30000;EDUCATION;1112;16;60;620;No;1;4
189150;0;22000;EDUCATION;1101;12;40;632;Yes;0;6
189160;0;62000;HOMEIMPROVEMENT;79;33;20;615;No;1;4
189210;26;24000;MEDICAL;991;13;130;626;No;1;4
189230;0;10000;MEDICAL;143;5;30;599;No;1;5
189230;0;25000;HOMEIMPROVEMENT;1253;13;30;618;No;1;6
189260;0;46000;VENTURE;1099;24;20;688;No;1;3
189340;3;20000;VENTURE;691;11;30;515;Yes;0;3
189370;10;27000;EDUCATION;1269;14;50;649;No;1;1
189470;2;44380;PERSONAL;1165;23;40;616;No;1;8
189730;0;16000;MEDICAL;751;8;30;647;Yes;0;3
189750;18;50000;PERSONAL;1059;26;110;679;No;1;3
189860;0;50630;PERSONAL;1143;27;40;585;No;1;6
189950;0;36000;PERSONAL;1595;19;20;666;No;1;8
189960;5;55000;VENTURE;599;29;80;627;No;1;2
190000;2;44750;MEDICAL;1101;24;40;647;No;1;7
190050;0;60000;EDUCATION;1459;32;40;561;No;1;9
190090;1;31870;EDUCATION;1186;17;30;587;No;1;4
190140;8;18000;VENTURE;1754;9;90;622;Yes;0;4
190210;4;47610;VENTURE;849;25;30;655;No;1;3
190220;5;47500;PERSONAL;849;25;30;624;No;1;6
190300;3;27200;EDUCATION;753;14;50;638;No;1;7
190360;30;12040;EDUCATION;1101;6;200;624;No;1;8
190440;3;21410;VENTURE;1227;11;40;712;No;0;5
190550;4;22000;PERSONAL;1348;12;100;704;No;1;4
190580;26;20000;DEBTCONSOLIDATION;1284;1;140;667;No;0;4
190620;2;40000;DEBTCONSOLIDATION;1398;21;40;667;No;1;3
190620;2;61050;EDUCATION;89;32;30;708;No;1;7
190650;3;36000;PERSONAL;1347;19;40;540;No;1;4
190660;5;40000;HOMEIMPROVEMENT;1471;21;100;619;No;1;5
190690;5;70000;HOMEIMPROVEMENT;1221;37;100;584;No;1;4
190790;6;50000;EDUCATION;1101;26;100;505;No;1;8
190860;6;71000;MEDICAL;999;37;40;678;No;1;6
190940;0;50000;VENTURE;1101;26;40;579;No;1;8
190940;14;50000;HOMEIMPROVEMENT;1392;26;110;646;No;1;4
191160;8;43750;DEBTCONSOLIDATION;1269;23;40;645;No;1;6
191170;2;41390;HOMEIMPROVEMENT;1338;22;30;496;No;1;3
191190;10;27000;HOMEIMPROVEMENT;729;14;50;627;No;1;5
191190;6;47930;PERSONAL;858;25;40;581;No;1;5
191240;2;70000;EDUCATION;98;37;60;623;No;1;2
191300;1;20000;MEDICAL;788;1;40;597;Yes;0;1
191350;4;42000;DEBTCONSOLIDATION;1311;22;20;542;No;1;4
191430;4;28000;EDUCATION;1531;15;40;623;No;1;7
191480;4;40000;HOMEIMPROVEMENT;1537;21;100;672;No;1;10
191580;4;17500;HOMEIMPROVEMENT;1531;9;40;625;Yes;0;6
191690;2;15000;EDUCATION;1059;8;20;537;Yes;0;9
191750;1;17500;MEDICAL;1268;9;30;587;Yes;0;3
191790;10;53750;PERSONAL;991;28;50;651;No;1;4
191830;16;50000;VENTURE;774;26;130;686;No;1;7
191860;1;21020;EDUCATION;1304;11;40;637;Yes;0;3
191900;0;48000;VENTURE;849;25;30;666;No;1;8
191940;2;21000;EDUCATION;1311;11;40;696;Yes;0;3
191960;0;25080;VENTURE;1243;13;30;591;No;1;3
192290;0;40000;EDUCATION;1008;21;20;631;No;1;3
192310;10;20000;DEBTCONSOLIDATION;1689;1;80;619;No;1;1
192370;24;24000;EDUCATION;991;12;170;607;No;1;7
192430;0;31500;HOMEIMPROVEMENT;1099;16;40;538;No;1;1
192460;0;70000;EDUCATION;894;36;40;659;No;1;2
192530;8;21280;MEDICAL;1413;11;70;653;No;1;3
192710;8;17930;MEDICAL;1685;9;90;606;Yes;0;8
192980;0;15080;MEDICAL;1074;8;20;578;Yes;0;9
193120;4;28000;PERSONAL;849;14;30;661;No;1;4
193160;7;51060;PERSONAL;1155;26;60;685;No;1;3
193210;10;50000;PERSONAL;944;26;120;685;No;1;7
193430;2;22000;VENTURE;788;11;20;593;Yes;0;4
193490;0;48380;PERSONAL;859;25;40;559;No;1;6
193560;3;55000;PERSONAL;1311;28;30;577;No;1;4
193630;5;48000;MEDICAL;1099;25;80;631;No;1;5
193670;0;25000;MEDICAL;603;13;20;673;No;1;6
193730;7;30500;PERSONAL;1038;16;50;694;No;1;6
193750;9;18750;EDUCATION;849;1;70;698;No;1;2
193880;7;40000;PERSONAL;89;21;50;613;No;1;6
194100;5;12000;EDUCATION;1253;6;80;578;Yes;0;5
194130;4;33830;VENTURE;104;17;40;687;No;1;3
194140;2;10000;VENTURE;729;5;40;681;Yes;0;9
194150;3;47500;PERSONAL;1385;24;40;634;No;1;5
194180;0;16000;EDUCATION;1269;8;20;630;No;0;4
194200;0;70000;EDUCATION;751;36;20;689;No;1;4
194230;3;32000;VENTURE;1809;16;20;586;No;1;5
194320;0;45000;PERSONAL;751;23;30;545;No;1;6
194420;10;37740;VENTURE;825;19;90;683;No;1;6
194520;2;55000;HOMEIMPROVEMENT;788;28;30;604;No;1;7
194680;0;45000;VENTURE;599;23;30;632;No;1;3
194780;20;25200;HOMEIMPROVEMENT;1101;13;130;686;No;1;7
194870;0;50000;DEBTCONSOLIDATION;599;26;30;622;No;1;6
195040;6;40000;VENTURE;943;21;50;649;No;1;7
195180;0;28000;MEDICAL;836;14;50;560;No;1;5
195260;3;50000;HOMEIMPROVEMENT;1037;26;90;576;No;1;4
195320;30;12000;PERSONAL;1101;6;200;711;No;1;8
195550;5;22500;HOMEIMPROVEMENT;1825;12;60;647;No;1;6
195750;10;38000;VENTURE;749;19;90;595;No;1;6
195980;0;55000;PERSONAL;1105;28;30;629;No;1;3
196180;0;27000;VENTURE;200;14;30;611;No;1;6
196220;0;12000;VENTURE;1491;6;40;626;No;1;2
196470;5;64000;EDUCATION;774;33;90;685;No;1;7
196570;0;31770;HOMEIMPROVEMENT;1461;16;40;676;No;1;0
196760;0;25000;EDUCATION;1065;13;20;642;No;1;5
196770;3;33000;HOMEIMPROVEMENT;639;17;40;637;No;1;2
196800;1;24000;EDUCATION;1171;12;40;565;Yes;0;7
196890;0;25000;DEBTCONSOLIDATION;729;13;30;632;No;1;5
197080;3;50000;MEDICAL;1075;25;30;527;No;1;9
197320;17;40000;EDUCATION;157;2;130;671;No;1;3
197400;0;28000;MEDICAL;985;14;70;650;No;1;5
197450;9;30000;MEDICAL;751;15;50;638;No;1;7
197500;2;42000;EDUCATION;1101;21;20;661;No;1;4
197690;0;16000;DEBTCONSOLIDATION;1269;8;30;646;Yes;0;2
197720;0;40000;HOMEIMPROVEMENT;1112;2;30;567;No;1;8
197820;12;50000;PERSONAL;574;25;50;638;No;1;3
197830;10;62500;DEBTCONSOLIDATION;579;32;60;621;No;1;3
198000;0;15000;EDUCATION;1186;8;20;621;Yes;0;7
198040;8;28000;HOMEIMPROVEMENT;1065;14;50;584;No;1;5
198070;8;29050;MEDICAL;90;15;60;658;No;1;7
198110;0;31590;HOMEIMPROVEMENT;1213;16;40;598;No;1;8
198190;1;32450;EDUCATION;121;16;40;482;No;1;7
198210;0;20000;MEDICAL;79;1;20;602;Yes;0;3
198250;16;23750;DEBTCONSOLIDATION;1111;12;120;700;No;0;10
198320;11;23410;DEBTCONSOLIDATION;1177;12;100;679;Yes;0;7
198340;12;50000;HOMEIMPROVEMENT;542;25;50;586;No;1;4
198370;1;80000;HOMEIMPROVEMENT;1357;4;20;675;No;1;7
198400;3;60000;VENTURE;963;3;30;688;No;1;3
198450;8;52750;PERSONAL;1472;27;80;660;No;1;5
198590;0;20000;PERSONAL;639;1;30;491;Yes;0;2
198650;10;59000;VENTURE;1101;3;70;646;No;1;5
198780;0;55000;DEBTCONSOLIDATION;788;28;30;676;No;1;5
198920;3;28000;MEDICAL;1065;14;70;655;No;1;2
198930;0;45000;VENTURE;599;23;40;636;No;1;5
198940;8;54660;PERSONAL;844;27;40;681;No;1;3
199020;3;35000;PERSONAL;1607;18;30;570;No;1;7
199310;2;28000;MEDICAL;74;14;40;525;No;1;5
199310;0;80000;HOMEIMPROVEMENT;751;4;40;675;No;1;8
199410;1;28000;MEDICAL;74;14;40;668;No;1;8
199550;1;32000;PERSONAL;932;16;40;553;No;1;4
199600;0;32000;VENTURE;1793;16;40;618;No;1;3
199670;2;26000;HOMEIMPROVEMENT;1101;13;20;645;No;1;10
199800;1;45830;VENTURE;938;23;30;637;No;1;7
199900;0;40000;MEDICAL;1632;2;20;657;No;1;8
200190;20;23750;MEDICAL;1111;12;120;727;No;0;5
200200;3;20000;EDUCATION;1348;1;40;687;Yes;0;7
200310;0;15000;EDUCATION;1101;7;30;666;Yes;0;8
200310;9;60000;MEDICAL;714;3;50;524;No;1;5
200380;5;57500;DEBTCONSOLIDATION;1101;29;80;672;No;1;6
200420;0;12000;EDUCATION;749;6;30;659;Yes;0;10
200440;3;60000;MEDICAL;79;3;20;618;No;1;4
200780;5;23170;DEBTCONSOLIDATION;1226;12;70;672;Yes;0;3
200790;0;20260;HOMEIMPROVEMENT;1523;1;40;611;No;1;12
200860;8;50000;DEBTCONSOLIDATION;1645;25;70;633;No;1;4
201090;1;48010;PERSONAL;1303;24;30;629;No;1;6
201180;2;20000;PERSONAL;1505;1;40;603;No;1;3
201560;1;22500;DEBTCONSOLIDATION;1349;11;40;651;Yes;0;2
201670;5;30890;EDUCATION;853;15;70;631;No;1;9
201680;4;32000;DEBTCONSOLIDATION;932;16;20;620;No;1;7
201880;0;47500;EDUCATION;1316;24;30;687;No;1;5
201940;0;40000;EDUCATION;1335;2;20;606;No;1;12
202010;0;62500;VENTURE;991;31;20;647;No;1;2
202090;1;55710;DEBTCONSOLIDATION;1114;28;30;637;No;1;8
202120;4;42000;DEBTCONSOLIDATION;1101;21;40;554;No;1;5
202210;5;50000;PERSONAL;894;25;40;572;No;1;5
202490;2;30000;VENTURE;79;15;80;709;No;1;3
202490;5;50000;PERSONAL;1158;25;30;547;No;1;2
202590;0;10000;VENTURE;1565;5;30;604;No;1;6
202630;0;30000;DEBTCONSOLIDATION;1629;15;20;633;No;1;9
202710;14;23730;DEBTCONSOLIDATION;1117;12;120;689;No;0;6
202730;0;48000;MEDICAL;1537;24;30;639;No;1;5
202880;8;72750;MEDICAL;542;36;100;561;No;1;2
202920;0;30000;DEBTCONSOLIDATION;1589;15;30;551;No;1;11
202960;0;56000;DEBTCONSOLIDATION;1284;28;20;642;No;1;5
202970;0;55000;VENTURE;714;27;30;687;No;1;6
203000;37;30000;MEDICAL;1038;15;200;712;No;1;4
203150;2;32500;VENTURE;1242;16;40;698;No;1;6
203360;7;30000;EDUCATION;1385;15;60;648;No;1;9
203510;5;61550;MEDICAL;886;3;40;664;No;1;3
203530;2;36250;VENTURE;1714;18;20;648;No;1;7
203790;0;50000;DEBTCONSOLIDATION;1253;25;20;642;No;1;1
203930;0;30000;EDUCATION;1629;15;20;646;No;1;2
203960;0;40000;DEBTCONSOLIDATION;1335;2;20;656;No;1;4
204010;4;22750;DEBTCONSOLIDATION;1306;11;40;573;Yes;0;4
204010;0;22750;MEDICAL;1306;11;30;625;Yes;0;3
204050;0;20000;PERSONAL;1242;1;30;590;Yes;0;5
204210;0;56000;MEDICAL;1284;27;40;587;No;1;6
204240;0;50000;PERSONAL;1208;24;30;587;No;1;7
204290;0;30000;HOMEIMPROVEMENT;1392;15;40;628;No;1;5
204640;1;41590;EDUCATION;1039;2;40;593;No;1;4
204750;0;24500;VENTURE;1101;12;20;609;No;1;3
204810;0;22000;MEDICAL;1649;11;20;644;No;1;4
205120;1;40000;EDUCATION;80;2;20;496;No;1;3
205360;14;35000;EDUCATION;1036;17;140;706;No;1;4
205450;4;25000;HOMEIMPROVEMENT;662;12;90;580;No;1;4
205590;0;22920;VENTURE;1295;11;40;605;Yes;0;4
206180;5;50000;MEDICAL;1398;24;80;534;No;1;5
206380;6;24000;MEDICAL;1223;12;30;576;Yes;0;6
206420;18;20000;VENTURE;1323;1;110;603;No;0;5
206780;0;43750;VENTURE;963;21;40;528;No;1;4
206990;0;24000;PERSONAL;1223;12;40;568;No;0;3
208060;2;24000;MEDICAL;1398;12;40;707;No;1;4
208620;11;16000;PERSONAL;1372;8;50;683;Yes;0;4
208650;9;30000;HOMEIMPROVEMENT;599;14;60;678;No;1;0
208680;0;15000;MEDICAL;691;7;40;574;Yes;0;3
208730;3;42910;DEBTCONSOLIDATION;1068;21;40;627;No;1;4
208910;0;50000;EDUCATION;1422;24;40;642;No;1;7
208960;0;20000;EDUCATION;1065;1;20;596;No;0;5
209180;1;12000;MEDICAL;1038;6;20;630;No;0;10
209290;0;60000;DEBTCONSOLIDATION;1484;29;40;615;No;1;4
209450;26;33000;HOMEIMPROVEMENT;1099;16;140;668;No;1;1
209490;10;50000;PERSONAL;964;24;80;714;No;1;9
209530;0;10000;EDUCATION;1348;5;40;665;Yes;0;5
209670;4;25000;PERSONAL;699;12;100;668;No;0;5
209810;0;40000;PERSONAL;1025;19;40;625;No;1;4
209830;0;30500;EDUCATION;991;15;30;612;No;1;5
209860;17;10000;EDUCATION;914;5;140;643;Yes;0;5
209910;1;10520;VENTURE;1337;5;70;632;Yes;0;6
209940;30;10000;PERSONAL;1111;5;220;638;Yes;0;10
209990;1;39000;EDUCATION;1101;19;20;453;No;1;4
210050;10;40000;VENTURE;1422;19;70;607;No;1;1
210080;18;15000;PERSONAL;1523;7;130;665;No;1;5
210160;11;12000;PERSONAL;1306;6;150;617;Yes;0;3
210160;3;26480;HOMEIMPROVEMENT;148;13;100;615;No;1;4
210230;5;50000;PERSONAL;692;24;70;629;No;1;3
210330;23;12000;DEBTCONSOLIDATION;766;6;140;657;Yes;0;3
210350;7;25800;MEDICAL;1478;12;80;653;No;1;4
210450;8;30000;HOMEIMPROVEMENT;1426;14;70;696;No;1;6
210490;3;27500;MEDICAL;1677;13;20;682;No;1;2
210590;6;35000;HOMEIMPROVEMENT;768;17;80;635;No;1;5
210630;5;50000;EDUCATION;1101;24;40;638;No;1;4
210780;0;15000;DEBTCONSOLIDATION;1864;7;20;580;No;1;5
210870;12;50000;PERSONAL;729;24;90;658;No;1;7
210920;0;39820;DEBTCONSOLIDATION;1039;19;40;656;No;1;5
210930;4;50000;EDUCATION;988;24;70;633;No;1;5
211150;8;25000;EDUCATION;751;12;100;562;Yes;0;8
211170;7;50000;PERSONAL;1435;24;70;659;No;1;2
211340;19;43750;EDUCATION;751;21;130;715;No;1;3
211530;0;58360;VENTURE;1093;28;30;687;No;1;4
211560;40;25000;VENTURE;691;12;240;704;No;0;9
211570;12;30000;HOMEIMPROVEMENT;542;14;70;720;No;1;8
211580;13;15720;VENTURE;1367;7;60;657;Yes;0;2
211690;2;19500;DEBTCONSOLIDATION;1037;9;20;665;Yes;0;3
211750;0;39270;DEBTCONSOLIDATION;1081;19;30;599;No;1;8
211820;9;27080;MEDICAL;1483;13;100;664;No;1;7
211840;10;27500;HOMEIMPROVEMENT;1484;13;100;669;No;1;8
211990;11;34590;HOMEIMPROVEMENT;836;16;100;668;No;1;2
212020;12;12000;VENTURE;1306;6;140;584;Yes;0;3
212040;8;22000;HOMEIMPROVEMENT;932;1;50;613;No;1;4
212050;0;47500;HOMEIMPROVEMENT;1385;22;20;658;No;1;5
212100;0;50000;MEDICAL;654;24;20;639;No;1;7
212310;1;65000;DEBTCONSOLIDATION;1199;31;80;476;No;1;2
212450;4;14500;EDUCATION;1101;7;60;616;Yes;0;7
212610;8;50000;EDUCATION;89;24;70;537;No;1;6
212690;0;47500;DEBTCONSOLIDATION;1385;22;40;667;No;1;3
212750;3;10000;VENTURE;729;5;50;673;Yes;0;7
212770;5;27500;HOMEIMPROVEMENT;1484;13;60;528;No;1;4
212860;0;43750;DEBTCONSOLIDATION;999;21;20;578;No;1;3
213020;9;40000;MEDICAL;1459;19;90;670;No;1;2
213100;11;32000;PERSONAL;1484;15;70;608;No;1;5
213100;15;47500;MEDICAL;932;22;60;591;No;1;4
